department_id,department_name,ministry_id,ministry_name,jurisdiction,document_count,pdf_count,validated_pdf_count,failed_pdf_count,unavailable_pdf_count,last_updated
145,"Law Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,18,0,0,0,0,2026-08-19 21:27:46.066116
639,Tourism,69,NO MINISTRY,UNION_TERRITORY,105,0,0,0,0,2026-08-19 21:27:46.224057
540,Hill Areas Department,58,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:37.602175
1141,Secondary Education,83,NO MINISTRY,STATE,74,0,0,0,0,2026-08-19 21:27:46.170273
1486,Revenue Department,189,NO MINISTRY,UNION_TERRITORY,5,0,0,0,0,2026-08-19 21:27:35.816503
1569,ENERGY DEPARTMENT,59,NO MINISTRY,STATE,27,0,0,0,0,2026-08-19 21:27:41.055946
835,INDUSTRY DEPARTMENT,59,NO MINISTRY,STATE,36,0,0,0,0,2026-08-19 21:27:46.201722
1412,Law and Justice Department,189,NO MINISTRY,UNION_TERRITORY,9,0,0,0,0,2026-08-19 21:27:39.287030
1025,DEPARTMENT OF PANCHAYAT AND RURAL DEVELOPMENT,61,State Government,STATE,52,0,0,0,0,2026-08-19 21:27:46.143926
875,Department of Fisheries,63,NO MINISTRY,UNION_TERRITORY,5,0,0,0,0,2026-08-19 21:27:41.599783
213,"Housing and Urban Development Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,92,0,0,0,0,2026-08-19 21:27:46.224057
518,DEPARTMENT OF SOCIAL WELFARE,89,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:36.336670
779,WATER RESOURCES DEPARTMENT,59,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:46.415575
107,DEPARTMENT OF SPORTS &amp; YOUTH AFFAIRS,67,NO MINISTRY,STATE,20,0,0,0,0,2026-08-19 21:27:46.186487
210,"Agriculture Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,40,0,0,0,0,2026-08-19 21:27:42.365210
731,"REGISTRATION, EXCISE & PROHIBITION",59,NO MINISTRY,STATE,30,0,0,0,0,2026-08-19 21:27:45.823333
1620,Panchkula Metropolitan Development Authority,67,NO MINISTRY,STATE,15,0,0,0,0,2026-08-19 21:27:41.123934
1137,Redressal of Public Grievance Department (RPG),83,NO MINISTRY,STATE,24,0,0,0,0,2026-08-19 21:27:46.256462
59,Department of Pharmaceuticals,35,Ministry of Chemicals and Fertilizers,CENTRAL,35,0,0,0,0,2026-08-19 21:27:46.332733
1624,Law English Wing,120,Law,STATE,4,0,0,0,0,2026-08-19 21:27:31.043893
508,Tourism,88,NO MINISTRY,STATE,188,0,0,0,0,2026-08-19 21:27:46.395244
515,Women Welfare,88,NO MINISTRY,STATE,27,0,0,0,0,2026-08-19 21:27:45.477625
995,Tribal Affairs and Hills Department,76,NO MINISTRY,STATE,8,0,0,0,0,2026-08-19 21:27:45.624295
47,Department of Agricultural Research and Education,23,Ministry of Agriculture and Farmers Welfare,CENTRAL,123,0,0,0,0,2026-08-19 21:27:46.256462
942,Department of Food and Civil Supply,82,NO MINISTRY,STATE,30,0,0,0,0,2026-08-19 21:27:46.241210
969,Department of Forest and Wild Life,82,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:41.752324
1535,POWER DEPARTMENT,67,NO MINISTRY,STATE,1,0,0,0,0,2026-08-19 21:27:19.894248
1538,Haryana State Agricultural Marketing Board,67,NO MINISTRY,STATE,34,0,0,0,0,2026-08-19 21:27:46.222819
211,"Animal Husbandry, Dairying and Fisheries Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,50,0,0,0,0,2026-08-19 21:27:46.272169
265,Forest Department,74,NO MINISTRY,STATE,39,0,0,0,0,2026-08-19 21:27:42.003503
1475,Tourism And Cultural Department,166,Govt of Maharashtra,STATE,46,0,0,0,0,2026-08-19 21:27:46.414298
941,Department of Social Justice Empowerment and Minority,82,NO MINISTRY,STATE,23,0,0,0,0,2026-08-19 21:27:46.065483
374,"Rural Development and Panchayat Raj Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,75,0,0,0,0,2026-08-19 21:27:46.186487
753,Home,86,NO MINISTRY,STATE,106,0,0,0,0,2026-08-19 21:27:46.415575
1188,DEPARTMENT OF PUBLIC WORKS,61,State Government,STATE,17,0,0,0,0,2026-08-19 21:27:46.242210
1260,Minority Welfare,72,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:46.129619
1150,Woman and Child Development Department,83,NO MINISTRY,STATE,32,0,0,0,0,2026-08-19 21:27:41.480169
539,Health and Family Welfare Department,58,NO MINISTRY,STATE,19,0,0,0,0,2026-08-19 21:27:39.335656
890,"Police Department, Daman.",63,NO MINISTRY,UNION_TERRITORY,20,0,0,0,0,2026-08-19 21:27:46.200331
896,Department of Skill Development,63,NO MINISTRY,UNION_TERRITORY,4,0,0,0,0,2026-08-19 21:27:40.710626
797,Department of Environment,64,NO MINISTRY,UNION_TERRITORY,17,0,0,0,0,2026-08-19 21:27:40.302137
583,Finance Department,71,NO MINISTRY,STATE,72,0,0,0,0,2026-08-19 21:27:46.300669
745,Backward Classes Welfare,86,NO MINISTRY,STATE,21,0,0,0,0,2026-08-19 21:27:46.201722
1173,Home (judicial),60,NO MINISTRY,UNION_TERRITORY,36,0,0,0,0,2026-08-19 21:27:46.066116
513,Vidhai,88,NO MINISTRY,STATE,77,0,0,0,0,2026-08-19 21:27:46.331562
231,Law and Judicial Department,78,NO MINISTRY,STATE,54,0,0,0,0,2026-08-19 21:27:46.287274
1174,Parliamentary Affairs Department,166,Govt of Maharashtra,STATE,44,0,0,0,0,2026-08-19 21:27:42.542028
290,Higher Education Department,74,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:38.260014
95,Department of Posts,37,Ministry of Communications,CENTRAL,14,0,0,0,0,2026-08-19 21:27:37.387067
456,Energy,88,NO MINISTRY,STATE,102,0,0,0,0,2026-08-19 21:27:46.300669
190,Education Department,76,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:45.736575
690,"Mines and Geology Department, Government of Jharkhand",70,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:46.116228
727,DEPARTMENT OF CULTURE AND RELIGION,89,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:42.475416
944,Department of Labour,82,NO MINISTRY,STATE,76,0,0,0,0,2026-08-19 21:27:46.329985
1508,Department of Home Secretariat,91,Andaman and Nicobar Administration,UNION_TERRITORY,6,0,0,0,0,2026-08-19 21:27:42.736086
295,Parliamentrary Affairs Department,74,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:41.397464
273,Urban Development and Housing Department,74,NO MINISTRY,STATE,20,0,0,0,0,2026-08-19 21:27:41.456117
1049,"Higher Education Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,49,0,0,0,0,2026-08-19 21:27:41.664763
988,Department of Revenue,82,NO MINISTRY,STATE,24,0,0,0,0,2026-08-19 21:27:46.257461
1179,DEPARTMENT OF HOUSING AND ENVIRONMENT,61,State Government,STATE,28,0,0,0,0,2026-08-19 21:27:45.675652
49,Department of Science and Technology,31,Ministry of Science and Technology,CENTRAL,63,0,0,0,0,2026-08-19 21:27:46.156864
220,"Tourism, Culture and Religious Endowments Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,31,0,0,0,0,2026-08-19 21:27:45.879972
507,Stamp & Registration,88,NO MINISTRY,STATE,78,6,1,1,0,2026-08-19 21:27:46.271171
871,Department of Value Added Tax/GST,63,NO MINISTRY,UNION_TERRITORY,45,0,0,0,0,2026-08-19 21:27:45.996033
863,Department of Education,63,NO MINISTRY,UNION_TERRITORY,6,0,0,0,0,2026-08-19 21:27:36.277043
847,Department of Engineering,60,NO MINISTRY,UNION_TERRITORY,13,0,0,0,0,2026-08-19 21:27:40.649870
546,Labour and Welfare Department,58,NO MINISTRY,STATE,23,0,0,0,0,2026-08-19 21:27:42.247544
334,DEPARTMENT OF LAW AND LEGISLATIVE AFFAIRS,61,State Government,STATE,86,0,0,0,0,2026-08-19 21:27:46.257461
1296,Human Resource Development Department,131,No Ministry,STATE,12,0,0,0,0,2026-08-19 21:27:42.247544
749,Finance,86,NO MINISTRY,STATE,62,0,0,0,0,2026-08-19 21:27:46.393316
600,Women & Child Development Department,71,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:41.227708
987,Department of Jails,82,NO MINISTRY,STATE,23,0,0,0,0,2026-08-19 21:27:45.879338
1267,Revenue,72,NO MINISTRY,STATE,23,0,0,0,0,2026-08-19 21:27:42.137027
385,DEPARTMENT OF ANIMAL HUSBANDRY,89,NO MINISTRY,STATE,19,0,0,0,0,2026-08-19 21:27:42.976481
803,Directorate of Gurdwara Election,64,NO MINISTRY,UNION_TERRITORY,3,0,0,0,0,2026-08-19 21:27:36.131392
547,Urban Development Department,58,NO MINISTRY,STATE,19,0,0,0,0,2026-08-19 21:27:42.541013
442,Agriculture Education & Research,88,NO MINISTRY,STATE,51,0,0,0,0,2026-08-19 21:27:46.328661
829,"Law Department, Government of Goa",65,NO MINISTRY,STATE,30,0,0,0,0,2026-08-19 21:27:46.271171
1034,DEPARTMENT OF CO-OPERATIVE,61,State Government,STATE,20,0,0,0,0,2026-08-19 21:27:42.976481
1208,Andaman and Nicobar Administration,91,Andaman and Nicobar Administration,UNION_TERRITORY,16,0,0,0,0,2026-08-19 21:27:39.516956
258,Home Department,74,NO MINISTRY,STATE,19,0,0,0,0,2026-08-19 21:27:45.563114
1461,Women Safety Division,5,Ministry of Home Affairs,CENTRAL,32,0,0,0,0,2026-08-19 21:27:46.223548
138,HIGHER EDUCATION,67,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:41.281921
483,Namami Gange and Rural Water Supply,88,NO MINISTRY,STATE,41,0,0,0,0,2026-08-19 21:27:46.286651
1090,Ayurved and Indian Medicine Department,83,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:46.200331
126,PRISONS DEPARTMENT,67,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:46.117232
1096,Environment Department,83,NO MINISTRY,STATE,30,0,0,0,0,2026-08-19 21:27:45.821727
721,"Agriculture, Animal Husbandry and Co-operative Department, Government of Jharkhand",70,NO MINISTRY,STATE,10,0,0,0,0,2026-08-19 21:27:46.241210
590,"Information Technology, Bio-Technology & Science & Technology Department",71,NO MINISTRY,STATE,8,0,0,0,0,2026-08-19 21:27:34.841057
219,"Social Welfare and Nutritious Meal Programme Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,29,0,0,0,0,2026-08-19 21:27:42.117575
494,Public Works Department,88,NO MINISTRY,STATE,62,0,0,0,0,2026-08-19 21:27:42.803947
185,Forest and Environment Department,76,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:37.713559
1474,Social Justice and Special Assistance Department,166,Govt of Maharashtra,STATE,43,0,0,0,0,2026-08-19 21:27:46.223548
699,Power Department,64,NO MINISTRY,UNION_TERRITORY,19,0,0,0,0,2026-08-19 21:27:46.143926
783,Delhi Transport Corporation,64,NO MINISTRY,UNION_TERRITORY,8,0,0,0,0,2026-08-19 21:27:46.117232
459,Excise,88,NO MINISTRY,STATE,99,0,0,0,0,2026-08-19 21:27:46.019422
841,HEALTH DEPARTMENT,59,NO MINISTRY,STATE,33,0,0,0,0,2026-08-19 21:27:45.562115
1131,Planning Department,83,NO MINISTRY,STATE,43,0,0,0,0,2026-08-19 21:27:46.271171
406,Agriculture Department,71,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:46.394585
414,DEPARTMENT OF DISASTER MANAGEMENT,89,NO MINISTRY,STATE,27,0,0,0,0,2026-08-19 21:27:42.920180
259,Finance Department,74,NO MINISTRY,STATE,26,0,0,0,0,2026-08-19 21:27:42.976481
317,Ports and Transport Department,66,NO MINISTRY,STATE,40,0,0,0,0,2026-08-19 21:27:46.286027
153,DEPARTMENT OF PARLIAMENTARY AFFAIRS,71,NO MINISTRY,STATE,16,0,0,0,0,2026-08-19 21:27:41.397464
1411,Public Works Department(R&B),87,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:38.830080
1081,DEPARTMENT OF CULTURE AND ARCHAEOLOGY,61,State Government,STATE,10,0,0,0,0,2026-08-19 21:27:38.580172
1069,DEPARTMENT OF COMMERCE AND INDUSTRIES,61,State Government,STATE,20,0,0,0,0,2026-08-19 21:27:46.285522
1545,"Department of School Education, Haryana",67,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:46.156864
82,Department of Secientific and Industrial Research,31,Ministry of Science and Technology,CENTRAL,28,0,0,0,0,2026-08-19 21:27:40.651895
966,Department of Health & Family Welfare,82,NO MINISTRY,STATE,23,0,0,0,0,2026-08-19 21:27:45.878686
398,DEPARTMENT OFINDUSTRIAL DEVELOPMENT,89,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:39.011427
455,Empowerment Of Persons With Disabilities,88,NO MINISTRY,STATE,78,0,0,0,0,2026-08-19 21:27:46.301673
617,Agriculture Production Department,69,NO MINISTRY,UNION_TERRITORY,23,0,0,0,0,2026-08-19 21:27:45.563114
447,Civil Aviation,88,NO MINISTRY,STATE,10,0,0,0,0,2026-08-19 21:27:46.332164
716,"ST/SC Minority and Backward Class Welfare Department, Government of Jharkhand",70,NO MINISTRY,STATE,3,0,0,0,0,2026-08-19 21:27:24.681483
578,"Law Department, Government of Jharkhand",70,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:36.419340
1329,"Fisheries Department, Government of Goa",65,NO MINISTRY,STATE,3,0,0,0,0,2026-08-19 21:27:35.682994
704,HOME DEPARTMENT,64,NO MINISTRY,UNION_TERRITORY,8,0,0,0,0,2026-08-19 21:27:42.364214
1663,Directorate of Fire & Emergency Services,65,NO MINISTRY,STATE,1,0,0,0,0,2026-08-19 21:27:20.094289
229,Revenue Department,66,NO MINISTRY,STATE,25,0,0,0,0,2026-08-19 21:27:42.419741
796,Department of Social Welfare,64,NO MINISTRY,UNION_TERRITORY,14,0,0,0,0,2026-08-19 21:27:46.184984
1480,Finance Department,189,NO MINISTRY,UNION_TERRITORY,3,0,0,0,0,2026-08-19 21:27:33.162090
1168,Land Acquisition Department,60,NO MINISTRY,UNION_TERRITORY,24,0,0,0,0,2026-08-19 21:27:45.996692
1055,DEPARTMENT OF ENERGY,61,State Government,STATE,58,0,0,0,0,2026-08-19 21:27:46.171275
1522,Soil and Water Conservation Department,166,Govt of Maharashtra,STATE,40,0,0,0,0,2026-08-19 21:27:46.185981
401,Law department,71,NO MINISTRY,STATE,22,0,0,0,0,2026-08-19 21:27:46.271171
292,"Technical Education, Skill Development and Employment Department",74,NO MINISTRY,STATE,37,0,0,0,0,2026-08-19 21:27:46.020433
1169,Deputy Commissioner,60,NO MINISTRY,UNION_TERRITORY,10,0,0,0,0,2026-08-19 21:27:46.116228
271,Labour Department,74,NO MINISTRY,STATE,7,0,0,0,0,2026-08-19 21:27:39.227420
750,General Administration,86,NO MINISTRY,STATE,11,0,0,0,0,2026-08-19 21:27:41.057942
616,AGRICULTURE AND FARMERS WELFARE DEPARTMENT,67,NO MINISTRY,STATE,11,0,0,0,0,2026-08-19 21:27:46.117232
1216,"Water Resource Department, Government of Goa",65,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:46.300669
1510,Animal Husbandry and Veterinary Services,91,Andaman and Nicobar Administration,UNION_TERRITORY,5,0,0,0,0,2026-08-19 21:27:39.013428
926,Environment,60,NO MINISTRY,UNION_TERRITORY,27,0,0,0,0,2026-08-19 21:27:46.157868
593,Labour Department,71,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:40.934344
377,Law Department,87,NO MINISTRY,STATE,3,0,0,0,0,2026-08-19 21:27:29.003268
516,Youth Welfare,88,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:40.220450
1470,Planning Department,166,Govt of Maharashtra,STATE,32,0,0,0,0,2026-08-19 21:27:46.329985
646,Trasnport,69,NO MINISTRY,UNION_TERRITORY,74,0,0,0,0,2026-08-19 21:27:46.270174
480,Law,88,NO MINISTRY,STATE,86,0,0,0,0,2026-08-19 21:27:45.800648
1228,"Finance Department, Government of Goa",65,NO MINISTRY,STATE,24,0,0,0,0,2026-08-19 21:27:42.117575
748,"Environment, Forests, Science and Technology",86,NO MINISTRY,STATE,42,0,0,0,0,2026-08-19 21:27:46.157868
149,Andaman and Nicobar Police,91,Andaman and Nicobar Administration,UNION_TERRITORY,16,0,0,0,0,2026-08-19 21:27:40.588973
1071,SOCIAL WELFARE DEPARTMENT,59,NO MINISTRY,STATE,19,0,0,0,0,2026-08-19 21:27:42.801954
1617,Police Department,67,NO MINISTRY,STATE,16,0,0,0,0,2026-08-19 21:27:40.709631
329,Agriculture,98,Agriculture,STATE,5,0,0,0,0,2026-08-19 21:27:38.361969
250,Legal Department,66,NO MINISTRY,STATE,8,0,0,0,0,2026-08-19 21:27:40.486814
1046,Government Medical College Hospital Sector 16,60,NO MINISTRY,UNION_TERRITORY,13,0,0,0,0,2026-08-19 21:27:45.736575
1294,"DEPARTMENT OF SKILL DEVELOPMENT, TECHNICAL EDUCATION AND EMPLOYMENT",61,State Government,STATE,16,0,0,0,0,2026-08-19 21:27:45.624946
566,Sports and Youth Welfare Department,58,NO MINISTRY,STATE,1,0,0,0,0,2026-08-19 21:27:20.173995
585,"Forest, Environment & Ecology Department",71,NO MINISTRY,STATE,6,0,0,0,0,2026-08-19 21:27:46.103925
529,Higher Education Department,58,NO MINISTRY,STATE,45,0,0,0,0,2026-08-19 21:27:46.327997
288,Animal Husbandry Department,74,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:46.300669
965,Department of Local Government,82,NO MINISTRY,STATE,54,0,0,0,0,2026-08-19 21:27:46.129619
109,HOME DEPARTMENT,67,NO MINISTRY,STATE,15,0,0,0,0,2026-08-19 21:27:41.480169
769,School Education,86,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:46.202273
1303,LAW AND JUSTICE,180,LAW AND JUSTICE,STATE,9,0,0,0,0,2026-08-19 21:27:39.286047
1042,Directorate of Information Technology,87,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:46.301673
810,Labour Department,64,NO MINISTRY,UNION_TERRITORY,13,0,0,0,0,2026-08-19 21:27:40.649870
884,Department of Public Health,63,NO MINISTRY,UNION_TERRITORY,26,0,0,0,0,2026-08-19 21:27:41.478032
1439,Department of Personnel,60,NO MINISTRY,UNION_TERRITORY,4,0,0,0,0,2026-08-19 21:27:37.244009
1298,Animal Husbandry Livestock Fisheries & Veterinary Services Department,131,No Ministry,STATE,4,0,0,0,0,2026-08-19 21:27:34.930086
1247,Finance,72,NO MINISTRY,STATE,7,0,0,0,0,2026-08-19 21:27:37.369966
473,Information Technology & Electronics,88,NO MINISTRY,STATE,35,0,0,0,0,2026-08-19 21:27:46.301673
1315,"Home Department, Government of Goa",65,NO MINISTRY,STATE,8,0,0,0,0,2026-08-19 21:27:46.271171
396,DEPARTMENT OF URBAN DEVELOPMENT,89,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:42.861211
291,Science and Technology Department,74,NO MINISTRY,STATE,5,0,0,0,0,2026-08-19 21:27:37.330360
294,Bhopal Gas Tragedy Relief and Rehabilitation Department,74,NO MINISTRY,STATE,10,0,0,0,0,2026-08-19 21:27:45.976667
1047,DEPARTMENT OF TRIBAL WELFARE,61,State Government,STATE,29,0,0,0,0,2026-08-19 21:27:42.137720
1219,Education Department (Schools),60,NO MINISTRY,UNION_TERRITORY,6,0,0,0,0,2026-08-19 21:27:37.123018
1537,"Information, Public Relations and Languages Department",67,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:33.525882
789,Department of Women and Child Development,64,NO MINISTRY,UNION_TERRITORY,21,0,0,0,0,2026-08-19 21:27:46.116228
323,Urban Development and Urban Housing Department,66,NO MINISTRY,STATE,14,0,0,0,0,2026-08-19 21:27:45.997810
1040,Directorate of Industries & Commerce,87,NO MINISTRY,STATE,3,0,0,0,0,2026-08-19 21:27:46.257461
266,Industry Policy and Investment Promotion Department,74,NO MINISTRY,STATE,14,0,0,0,0,2026-08-19 21:27:46.131096
315,Tribal Development Department,66,NO MINISTRY,STATE,11,0,0,0,0,2026-08-19 21:27:41.664763
1311,Health & Family Welfare Department,131,No Ministry,STATE,3,0,0,0,0,2026-08-19 21:27:29.099147
527,Co-operation Department,58,NO MINISTRY,STATE,18,0,0,0,0,2026-08-19 21:27:46.170273
476,Khadi & Village Industries,88,NO MINISTRY,STATE,28,0,0,0,0,2026-08-19 21:27:45.958697
1449,Agriculture Marketing & Forign Trade,88,NO MINISTRY,STATE,62,0,0,0,0,2026-08-19 21:27:45.880607
588,Transport Department,71,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:31.940767
1581,Dairy Development,72,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:26.586602
1082,DEPARTMENT OF GENERAL ADMINISTRATION,61,State Government,STATE,49,3,1,0,0,2026-08-19 21:27:46.157868
887,Department of Animal Husbandry & Veterinary Services,63,NO MINISTRY,UNION_TERRITORY,11,0,0,0,0,2026-08-19 21:27:38.522506
102,WELFARE OF SC &amp; BC,67,NO MINISTRY,STATE,23,0,0,0,0,2026-08-19 21:27:45.736575
774,"Co-operation, Food and Consumer Protection Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,11,0,0,0,0,2026-08-19 21:27:38.718954
1099,Language and Library Department,83,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:21.679560
1391,SUGERCANE INDUSTRIES DEPARTMENT,59,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:38.763653
1134,Public Works Department(PWD),83,NO MINISTRY,STATE,80,0,0,0,0,2026-08-19 21:27:45.939847
1278,Water Resources,72,NO MINISTRY,STATE,6,0,0,0,0,2026-08-19 21:27:38.705334
488,Planning,88,NO MINISTRY,STATE,21,0,0,0,0,2026-08-19 21:27:46.202273
89,Department of Pension and Pensioners Welfare,26,"Ministry of Personnel, Public Grievances and Pensions",CENTRAL,17,0,0,0,0,2026-08-19 21:27:45.974675
1476,Tribal Development Department,166,Govt of Maharashtra,STATE,20,0,0,0,0,2026-08-19 21:27:42.475416
758,Irrigation and Command Area Development,86,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:45.820726
907,Directorate of School Education(Legal Affairs Unit),87,NO MINISTRY,STATE,6,0,0,0,0,2026-08-19 21:27:37.614175
352,Animal Husbandry & Dairy Development & Fisheries Department,56,NO MINISTRY,STATE,8,0,0,0,0,2026-08-19 21:27:37.296282
946,Department of Animal Husbandry,82,NO MINISTRY,STATE,10,0,0,0,0,2026-08-19 21:27:42.661053
961,Department of Agriculture,82,NO MINISTRY,STATE,43,0,0,0,0,2026-08-19 21:27:46.064839
752,Higher Education,86,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:38.507348
738,REVENUE & LAND REFORMS DEPARTMENT,59,NO MINISTRY,STATE,21,0,0,0,0,2026-08-19 21:27:42.138840
613,"IRRIGATION & WATER RESOURCES DEPARTMENT, HARYANA",67,NO MINISTRY,STATE,15,0,0,0,0,2026-08-19 21:27:46.395903
742,Law,86,NO MINISTRY,STATE,64,0,0,0,0,2026-08-19 21:27:46.171275
1116,General Administration Department,83,NO MINISTRY,STATE,26,0,0,0,0,2026-08-19 21:27:46.271171
1597,DEPARTMENT OF PUBLIC RELATION,61,State Government,STATE,2,0,0,0,0,2026-08-19 21:27:24.935605
913,Directorate of Higher Education (Legal Affairs Unit),87,NO MINISTRY,STATE,9,0,0,0,0,2026-08-19 21:27:42.860213
996,Department of State Election Commission,82,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:39.172732
134,FOOD CIVIL SUPPLIES & CONSUMER AFFAIRS,67,NO MINISTRY,STATE,26,0,0,0,0,2026-08-19 21:27:41.819305
851,TRANSPORT DEPARTMENT,59,NO MINISTRY,STATE,36,0,0,0,0,2026-08-19 21:27:46.242210
891,"Daman Municipal Council, Daman.",63,NO MINISTRY,UNION_TERRITORY,11,0,0,0,0,2026-08-19 21:27:38.566345
1032,Excise and Taxation Department,60,NO MINISTRY,UNION_TERRITORY,21,0,0,0,0,2026-08-19 21:27:45.959704
1490,Cooperatives Department,189,NO MINISTRY,UNION_TERRITORY,1,0,0,0,0,2026-08-19 21:27:20.350408
299,Medical Education Department,74,NO MINISTRY,STATE,14,3,1,0,0,2026-08-19 21:27:46.241210
951,DEPARTMENT OF WOMENT EMPOWEREMENT AND CHILD DEVELOPMENT,89,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:31.982822
1396,"Department of Archives, Government of Goa.",65,NO MINISTRY,STATE,2,0,0,0,0,2026-08-19 21:27:33.335679
1526,"CHIEF SCRETARY OFFICE, HARYANA",67,NO MINISTRY,STATE,15,0,0,0,0,2026-08-19 21:27:41.753925
895,"Sub Jail, Daman",63,NO MINISTRY,UNION_TERRITORY,2,0,0,0,0,2026-08-19 21:27:26.652189
972,Department of Parliamentary Affairs,82,NO MINISTRY,STATE,8,0,0,0,0,2026-08-19 21:27:27.651307
1509,Department of Transport,91,Andaman and Nicobar Administration,UNION_TERRITORY,14,0,0,0,0,2026-08-19 21:27:46.330409
582,Energy Department,71,NO MINISTRY,STATE,13,0,0,0,0,2026-08-19 21:27:46.223548
246,"Public Works Department, Government of Tamil Nadu",85,NO MINISTRY,STATE,40,0,0,0,0,2026-08-19 21:27:46.131096
1184,DEPARTMENT OF SOCIAL WELFARE,61,State Government,STATE,18,0,0,0,0,2026-08-19 21:27:42.002727
129,CHIEF ELECTRICAL INSPECTOR,67,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:46.157868
1254,Higher Education,72,NO MINISTRY,STATE,10,0,0,0,0,2026-08-19 21:27:41.124931
595,"Public Works, Ports and Inland Water Transport Department",71,NO MINISTRY,STATE,7,0,0,0,0,2026-08-19 21:27:40.438890
629,Technical Education,69,NO MINISTRY,UNION_TERRITORY,20,0,0,0,0,2026-08-19 21:27:46.286651
381,DEPARTMENT OF HIGHER EDUCATION,89,NO MINISTRY,STATE,25,0,0,0,0,2026-08-19 21:27:46.271171
730,"Labour Employment and Training Department, Government of Jharkhand",70,NO MINISTRY,STATE,29,0,0,0,0,2026-08-19 21:27:45.737688
964,Department of Investment Promotion,82,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:38.389086
1313,Model Jail Department Chandigarh,60,NO MINISTRY,UNION_TERRITORY,15,0,0,0,0,2026-08-19 21:27:41.819928
376,DEPARTMENT OF HOME AFFAIRS,89,NO MINISTRY,STATE,8,0,0,0,0,2026-08-19 21:27:37.670353
1350,"Department of Agriculture, Government of Goa",65,NO MINISTRY,STATE,4,0,0,0,0,2026-08-19 21:27:34.840055
598,Social Welfare Department,71,NO MINISTRY,STATE,17,0,0,0,0,2026-08-19 21:27:42.977513
1107,Devasthan Department,83,NO MINISTRY,STATE,57,0,0,0,0,2026-08-19 21:27:46.043702
894,Department of Labour & Employment,63,NO MINISTRY,UNION_TERRITORY,26,0,0,0,0,2026-08-19 21:27:45.623021
1379,"Department of Tourism, Government of Goa",65,NO MINISTRY,STATE,3,0,0,0,0,2026-08-19 21:27:38.802705
1471,Public Health Department,166,Govt of Maharashtra,STATE,67,0,0,0,0,2026-08-19 21:27:46.415575
711,"Pt.B.D.SHARMA UNIVERSITY OF HEALTH SCIENCES, ROHTAK",67,NO MINISTRY,STATE,12,0,0,0,0,2026-08-19 21:27:42.057725
975,Department of Higher Education,82,NO MINISTRY,STATE,29,0,0,0,0,2026-08-19 21:27:46.170273
